team;short;league;tackles;challenges;interceptions;fouls;clearances;blocked_shots;passes;chances_openplay;crosses;long_balls;through_balls;shots_outbox;shots_inbox;dribbles;aerials;fouled
Chelsea;CHE;Premier League;20.64705882;31.23529412;14.94117647;11.64705882;19.64705882;2.823529412;505.5882353;10.52941176;20.23529412;61.94117647;0.588235294;6.058823529;8.235294118;21.41176471;31.82352941;13.47058824
Chicago Fire;CHI;MLS;14.67647059;20;20.52941176;12.97058824;19.82352941;2.764705882;399.6764706;9.5;21.26470588;69.17647059;0.323529412;5.117647059;8.617647059;15.70588235;26.67647059;13.23529412
Chievo;CHI;Serie A;18.70588235;29.11764706;19;17.70588235;24;3.352941176;379.4705882;8;21.05882353;66.82352941;0.352941176;4.411764706;6.941176471;9.764705882;35.35294118;14.35294118
Colorado Rapids;COL;MLS;18.32352941;24.61764706;16.41176471;14.85294118;20.85294118;2.735294118;386.5;8.411764706;20.58823529;72.88235294;0.264705882;5.941176471;6.323529412;10.26470588;34.82352941;12.58823529
Columbus Crew;CRW;MLS;16;22.41176471;16.91176471;11.85294118;20.88235294;2.617647059;445.7352941;10.35294118;26.17647059;65;0.558823529;5.235294118;8.411764706;10.02941176;27;10.64705882
Corinthians;COR;Brasileirao;19.81578947;26.21052632;10.81578947;11.89473684;19.86842105;2.631578947;478.9736842;8.894736842;18.10526316;52.76315789;0.315789474;4.894736842;7.368421053;13.89473684;31.60526316;12.65789474
Coritiba;CTB;Brasileirao;17.97368421;25.34210526;12.63157895;17;17.28947368;1.947368421;387.5526316;8;20.23684211;56.5;0.315789474;6.184210526;5.315789474;14.81578947;27.63157895;15.52631579
Cruzeiro;CRU;Brasileirao;20.34210526;27.84210526;12.73684211;13.73684211;15.86842105;2.947368421;440.1052632;9.894736842;21.02631579;62.71052632;0.236842105;6.5;7.526315789;14.92105263;31;14.07894737
Crystal Palace;CRY;Premier League;18.41176471;28.23529412;15.11764706;12.82352941;29.88235294;5.470588235;356.1764706;8.941176471;24.58823529;69.76470588;0.176470588;5.647058824;7.294117647;19.35294118;31.70588235;10.88235294
CSKA Moscow;CSK;Russian PL;21;27.05555556;17.88888889;11.44444444;17.83333333;1.5;570.9444444;12.27777778;16.05555556;74.27777778;0.611111111;8.722222222;7.111111111;13.44444444;27.22222222;14.11111111
Darmstadt;DAR;Bundesliga;18.05882353;29.35294118;19.88235294;16.17647059;24.05882353;3.882352941;251.2352941;4.529411765;13.64705882;73.76470588;0;3.647058824;6.705882353;9.470588235;60.41176471;15.41176471
DC United;DCU;MLS;14.88235294;19.41176471;18.61764706;13.55882353;26.38235294;3.205882353;406.5294118;6.794117647;20.29411765;68.20588235;0.235294118;4.764705882;6.205882353;7.941176471;32.26470588;10.11764706
De Graafschap;DGR;Eredivisie;16;26.64705882;12.41176471;14.70588235;28.64705882;2.647058824;318.6470588;11;21.35294118;70.58823529;0.470588235;7.588235294;6.823529412;11.35294118;32.11764706;7.294117647
Deportivo La Coruna;DLC;La Liga;22.625;30.75;21.3125;12.4375;24.25;2.25;386.4375;8.0625;18.9375;82.125;0.5625;6;5.8125;13.9375;32.625;11.3125
Derby;DER;Championship;16.5;22.36363636;12.68181818;10.31818182;21.13636364;3.772727273;483.4090909;10.86363636;20.5;72.5;0.227272727;7.090909091;7.545454545;12.95454545;36.04545455;11.5
Dynamo Moscow;DYN;Russian PL;17.72222222;22.83333333;19.66666667;14.33333333;18.11111111;2.055555556;422.1666667;8;20.11111111;70.22222222;0.222222222;6.333333333;6.055555556;15.5;29.72222222;16.22222222
Eibar;EIB;La Liga;23.6875;33.75;21.0625;16.9375;24;2.1875;337.375;7.125;21.25;80.8125;0.375;4;6.625;13.5;37.625;9.5
Eintracht Frankfurt;FRA;Bundesliga;15.70588235;26.05882353;21;14.64705882;16.17647059;2.352941176;431.7058824;6.764705882;15.52941176;63.41176471;0.411764706;3.823529412;7.352941176;15.82352941;47.05882353;13.70588235
Empoli;EMP;Serie A;15.70588235;22.82352941;19.70588235;13.41176471;25.17647059;3.176470588;445.8823529;11.05882353;13.17647059;52.82352941;1;7.588235294;6.176470588;16.29411765;24.64705882;19.58823529
Eskisehirspor;ESK;Super Lig;18.25;26.3125;18.375;16.0625;18.875;1.6875;390.3125;8.25;19;64.125;0.3125;6.625;5.0625;13.4375;24.75;15
Espanyol;ESP;La Liga;19.75;28.75;16.5;19.3125;23.75;2.375;377.375;6.125;16.5625;64.875;0.5;3.3125;6.375;16;31.875;14.0625
Everton;EVE;Premier League;19.11764706;28.47058824;12;8.470588235;24.11764706;3.588235294;475.9411765;9.705882353;20.05882353;70.11764706;1;5.294117647;7.588235294;20.64705882;26.64705882;11.05882353
Excelsior;EXC;Eredivisie;15.82352941;22.94117647;16.94117647;12.94117647;32.23529412;3.352941176;332.8235294;8.705882353;19.41176471;79.76470588;0.705882353;5.529411765;6.235294118;14.29411765;28.82352941;12.29411765
FC Cologne;KOL;Bundesliga;17.17647059;26.94117647;17.47058824;12.23529412;19.58823529;3.529411765;417.6470588;8;14.94117647;74.17647059;0.176470588;3.823529412;8.647058824;15.11764706;45.70588235;13.88235294
FC Dallas;DAL;MLS;17.76470588;24.5;24.20588235;12.14705882;23.47058824;2.705882353;379.0294118;8.441176471;14.38235294;60.73529412;0.617647059;4.558823529;7.176470588;17.73529412;32.52941176;11.58823529
FC Krasnodar;FCK;Russian PL;16.88888889;21.11111111;17.83333333;13.11111111;19.55555556;2.833333333;501.0555556;11.77777778;17.11111111;60.83333333;0.888888889;7.333333333;7.944444444;15.94444444;28.22222222;14.72222222
FC Ufa;UFA;Russian PL;16.83333333;22.77777778;19.72222222;16.66666667;29.88888889;4.388888889;298.6111111;6;17.16666667;69.77777778;0.111111111;4.444444444;4.777777778;11.61111111;38.22222222;13.11111111
Fenerbahce;FEN;Super Lig;20.125;27.25;18.3125;20.3125;17.6875;2.4375;428.4375;10.625;22.5;59.4375;0.3125;6.8125;7.75;15.875;30.5625;16.875
Feyenoord;FEY;Eredivisie;18.17647059;26.05882353;13.58823529;12.11764706;15.41176471;2.117647059;463.8823529;9.941176471;29.23529412;76.70588235;0.235294118;5.470588235;8.882352941;12.41176471;28.64705882;12.05882353
Figueirense;FIG;Brasileirao;20.55263158;28.39473684;18.5;17.34210526;21.02631579;2.789473684;336.3684211;6.657894737;21.21052632;59.42105263;0.210526316;4.184210526;5.921052632;13.97368421;28.97368421;14.28947368
Fiorentina;FIO;Serie A;16.35294118;24.58823529;17.88235294;15;16.29411765;2.352941176;621.4705882;11.88235294;15.94117647;53.64705882;1.117647059;8.411764706;6.764705882;16.47058824;20.23529412;14.82352941
FK Rostov;ROS;Russian PL;17.72222222;24.5;17.11111111;16.55555556;24.11111111;2.888888889;391.8333333;8.333333333;17.94444444;75.83333333;0.555555556;5.277777778;5.944444444;8.833333333;35.61111111;12.83333333
Flamengo;FLA;Brasileirao;19.23684211;26.07894737;16.55263158;14.92105263;13.81578947;2.105263158;453.2105263;9.315789474;26.13157895;56.18421053;0.552631579;5.973684211;7.263157895;13.81578947;27.31578947;15.15789474
Fluminense;FLU;Brasileirao;18.92105263;25.18421053;14.15789474;14.68421053;19.23684211;3.052631579;404.7368421;8.105263158;22.63157895;59.05263158;0.289473684;5.394736842;6.394736842;10.81578947;32.97368421;15.39473684
Frosinone;FRO;Serie A;18.35294118;30.41176471;16.88235294;16.41176471;23.41176471;5.647058824;318.2352941;9.411764706;20.58823529;64.17647059;0.588235294;7.058823529;6.176470588;16.05882353;32.41176471;15.70588235
Fulham;FUL;Championship;14.09090909;20.40909091;13.68181818;9.136363636;21.63636364;3.454545455;467.1818182;9.090909091;19.5;84.68181818;0.227272727;5.545454545;6.636363636;11.5;42.18181818;9.863636364
Galatasaray;GAL;Super Lig;16.1875;23.75;16.625;15.125;14.125;2.5;494.1875;11.1875;20.875;56.125;0.6875;6.875;8.375;12.125;24.375;16.5
Gaziantepspor;GAZ;Super Lig;17.3125;23.625;21.25;16.75;19.75;2.625;360.75;7.3125;13.0625;66.125;0.3125;5.8125;4.3125;14.5;31.5;17.4375
Genclerbirligi;GEN;Super Lig;15.3125;21.75;21.375;20.3125;21.5625;2.875;349.0625;7.4375;14.5625;64.4375;0.4375;5.5;5.1875;11.625;39.8125;16.1875
Genoa;GEN;Serie A;18.11764706;28.17647059;19.58823529;16.70588235;22.76470588;3.529411765;420.1176471;8.647058824;19.52941176;62.88235294;0.235294118;5.823529412;6.058823529;17.76470588;32.05882353;15.70588235
Getafe;GET;La Liga;17.8125;27.125;18.75;14.5;21.25;2.1875;360.5;7.5;16.6875;66.6875;0.125;4.8125;5.8125;17.4375;26.9375;12.4375
GFC Ajaccio;GFA;Ligue 1;19.15789474;28.78947368;20.84210526;14.57894737;19.05263158;2.315789474;391.3157895;8.263157895;21.26315789;80.47368421;0.157894737;5.894736842;5.421052632;10.52631579;35.05263158;10.47368421
Goias;GOI;Brasileirao;18.68421053;27.23684211;15;13.55263158;18.86842105;2.5;348.1315789;8.342105263;18.23684211;51.18421053;0.157894737;5.842105263;6.236842105;17.76315789;28.71052632;12.92105263
Granada;GRA;La Liga;21.75;31.5;20.375;15.625;25.4375;2.0625;348.125;7.5;17.9375;73.0625;0.25;6.5625;5.25;17.5;33.875;15.25
Gremio;GRE;Brasileirao;19.26315789;27.63157895;13.15789474;13.23684211;21.73684211;3.289473684;478.4736842;9.052631579;17.71052632;53.13157895;0.710526316;5.763157895;6.157894737;16.76315789;24.92105263;12.71052632
Groningen;GRO;Eredivisie;16;22.76470588;15.94117647;13.47058824;26.47058824;3.411764706;431.7058824;8.705882353;20.76470588;69.41176471;0.294117647;3.941176471;7.235294118;12.52941176;28.29411765;9.764705882
Guingamp;GUI;Ligue 1;19.47368421;26.73684211;18.10526316;14.78947368;18.52631579;2.842105263;343.9473684;6.947368421;20.42105263;63.84210526;0.526315789;4.894736842;6.631578947;13.68421053;37.94736842;15.89473684
Hamburger SV;HAM;Bundesliga;19.88235294;31;19;16.35294118;22.11764706;2.882352941;436.7058824;7.882352941;11.64705882;77.88235294;0.176470588;5.352941176;6.235294118;16.64705882;56;15.29411765
Hannover 96;HAN;Bundesliga;16.29411765;25;14.76470588;15.23529412;21.70588235;3.705882353;385.5294118;5.941176471;11.88235294;69.82352941;0;4.411764706;5.235294118;17.29411765;53;12.82352941
Heerenveen;HEE;Eredivisie;17.58823529;24.82352941;17.58823529;14;23.64705882;2.882352941;431.6470588;10;17.64705882;72;0.588235294;6.941176471;7.117647059;15.76470588;28.70588235;11.76470588
Heracles;HCL;Eredivisie;18.35294118;26.29411765;17.05882353;14.41176471;27.76470588;2.941176471;370.6470588;10.35294118;20.94117647;75.29411765;0.352941176;6.882352941;7.705882353;12.58823529;30.35294118;16.05882353
Hertha Berlin;HER;Bundesliga;15.94117647;24.23529412;15.76470588;14.11764706;20.82352941;2.647058824;465.3529412;6.176470588;12.23529412;74.17647059;0.294117647;2.764705882;6.529411765;16.88235294;46.88235294;15.29411765
Hoffenheim;HOF;Bundesliga;17.47058824;28.76470588;19.52941176;14.70588235;26.76470588;3.588235294;401.5882353;6.882352941;9.352941176;63.94117647;0.235294118;4.764705882;6.176470588;16.23529412;44.64705882;14.23529412
Houston Dynamo;HOU;MLS;15.94117647;20.61764706;22;12.97058824;22.67647059;2.764705882;372.0294118;7.294117647;18.97058824;65.26470588;0.147058824;4.970588235;6.088235294;12.52941176;31.76470588;12.17647059
Huddersfield;HUD;Championship;17.95454545;24.45454545;17.54545455;11.5;19.5;2.636363636;429.8636364;8.590909091;21.36363636;73.81818182;0.727272727;4.727272727;7.363636364;17.86363636;37.63636364;10.40909091
Hull;HUL;Championship;16.09090909;23.5;17.59090909;10.04545455;19.18181818;3.045454545;470.0909091;11.13636364;24.72727273;73.90909091;0.272727273;7.227272727;7.909090909;14.68181818;44.5;10.45454545
Ingolstadt;ING;Bundesliga;17.82352941;28.17647059;21.47058824;14.94117647;26.70588235;2.176470588;354.3529412;6.882352941;14.23529412;79.29411765;0.117647059;5.764705882;6.058823529;14.41176471;66.52941176;17
Inter;INT;Serie A;18.35294118;27.76470588;14.70588235;12.88235294;20.52941176;2.529411765;490.1176471;9.294117647;20.70588235;57.82352941;0.294117647;6.647058824;6.529411765;19.70588235;28.70588235;12.70588235
Internacional;INT;Brasileirao;19.71052632;27.05263158;14.73684211;15.18421053;19.36842105;2.973684211;417.4736842;7.289473684;21.76315789;56.76315789;0.289473684;4.5;6.605263158;14.63157895;27.71052632;14.02631579
Ipswich;IPS;Championship;14.81818182;19.40909091;15;11.40909091;21.63636364;3.863636364;396.5454545;9.363636364;21.09090909;95.95454545;0.272727273;5.045454545;7.954545455;9.863636364;57.72727273;9.181818182
Istanbul Basaksehir;IST;Super Lig;16.875;23.3125;20.8125;18;15.4375;2.1875;396.9375;8.6875;21.0625;67.25;0.375;5.5;6.5;12.625;24.3125;16.1875
Joinville;JOI;Brasileirao;18.94736842;26.81578947;15.57894737;16.47368421;18.81578947;2.894736842;347.5;7.315789474;21.65789474;57.60526316;0.026315789;5.421052632;5.368421053;17.10526316;31.68421053;11.73684211
Juventus;JUV;Serie A;15.88235294;25;15.58823529;16.23529412;17.29411765;2.235294118;517.3529412;12.58823529;22.47058824;54.23529412;0.352941176;7.470588235;8.882352941;22;25.35294118;15.58823529
Kasimpasa;KAS;Super Lig;18.5;23.9375;18.0625;18.6875;18.4375;2.6875;369;10.25;22.25;65.375;0.1875;6.875;7.25;12.1875;31.125;17.75
Kayserispor;KAY;Super Lig;14.1875;20.1875;18.375;18.8125;14.6875;1.375;351;9.1875;19.5625;60.75;0.0625;7.5;6.0625;10.75;25.1875;18.625
Konyaspor;KON;Super Lig;19.125;27;15.875;18.75;17.875;2.8125;423.125;6.4375;15.3125;70.5625;0.5;4.6875;4.875;11.1875;32.0625;14.875
Krylya Sovetov Samara;KRY;Russian PL;18.11111111;25.55555556;20.5;12.44444444;24.88888889;3.5;369.6666667;6.722222222;18.66666667;73.66666667;0.277777778;4.833333333;5.944444444;9.611111111;31.27777778;12.27777778
Kuban Krasnodar;KUB;Russian PL;18.83333333;25.61111111;22.33333333;17.94444444;27.83333333;2.5;361.2222222;8.277777778;17.33333333;66.94444444;0.444444444;5.944444444;5.888888889;12.11111111;39.38888889;12.44444444
L.A. Galaxy;LAG;MLS;17.58823529;23.70588235;24.94117647;12.26470588;23.73529412;2.941176471;427.7352941;8.470588235;18.82352941;66.05882353;0.441176471;4.617647059;7.323529412;10.70588235;32.17647059;10.82352941
Las Palmas;LPA;La Liga;18;25.6875;19.1875;13.375;21.375;2.6875;484.6875;8.3125;11.875;66.375;0.3125;5.5625;5.8125;18.5625;33.8125;14.875
Lazio;LAZ;Serie A;18.70588235;27.82352941;21.17647059;16.76470588;14.82352941;2.294117647;476.5294118;8.470588235;26.76470588;69.52941176;0.352941176;6.352941176;6.588235294;16.52941176;29.94117647;13.76470588
Leeds;LEE;Championship;18.04545455;24.27272727;17.68181818;10.90909091;17.59090909;2.590909091;396.9545455;8.863636364;21.13636364;81.95454545;0.136363636;6.318181818;5.863636364;9.318181818;39.63636364;13.04545455
Leicester;LEI;Premier League;23.52941176;34.52941176;23.05882353;11.11764706;25.35294118;3.705882353;332.1764706;9.588235294;20.05882353;69.47058824;1.352941176;4.941176471;8.882352941;18.94117647;42.64705882;8.941176471
Levante;LEV;La Liga;16.4375;24.3125;17.75;15.5625;21.625;2.75;371.5625;7.625;21;70.6875;0.3125;4.9375;6.3125;17.3125;38.375;13.75
Lille;LIL;Ligue 1;19;25.94736842;17.57894737;16.26315789;16;2.210526316;408.3684211;8.894736842;21.94736842;58.26315789;0.421052632;5.894736842;7.526315789;16.21052632;38;16.47368421
Liverpool;LIV;Premier League;23.58823529;33.52941176;14.17647059;11.58823529;22.94117647;2.823529412;503.7647059;11.64705882;20.52941176;59.94117647;0.705882353;6.235294118;8.941176471;17.88235294;33.52941176;9
Lok. Moscow;LOK;Russian PL;16.94444444;23.11111111;20.66666667;15.16666667;20.55555556;2.055555556;428.4444444;9.722222222;20.05555556;67.88888889;0.333333333;5.388888889;7.833333333;17.11111111;34.11111111;16.77777778
Lorient;LOR;Ligue 1;15.73684211;25.05263158;22.47368421;12.21052632;19.47368421;2.526315789;458.6842105;8.684210526;17.63157895;68.21052632;0.631578947;5.526315789;6;21.94736842;30.36842105;13.57894737
Lyon;LYO;Ligue 1;21.63157895;32.36842105;15.15789474;12.63157895;16.21052632;1.789473684;556.8421053;10.52631579;18;63.89473684;0.631578947;6.315789474;8.368421053;17.21052632;31.31578947;14.05263158
Mainz 05;MAI;Bundesliga;17.29411765;29.64705882;19.11764706;16;21.17647059;2.764705882;411.5882353;6.882352941;10.52941176;72.88235294;0.411764706;3.647058824;7.058823529;21.47058824;51.23529412;14.29411765
Malaga;MAL;La Liga;20;28.0625;18.375;14.9375;20.0625;2.125;387.6875;9.375;24.25;66.5;0.25;5.9375;6.5;12.875;32.5625;11.9375
Manchester City;MCI;Premier League;18.1875;30.3125;14.5;10.1875;21.9375;2;546.5625;12.5;23.875;55.0625;1.25;6.875;10.125;16.5625;27.625;10.8125
Manchester United;MUN;Premier League;19.52941176;29.70588235;15.52941176;11.88235294;20.58823529;1.823529412;560.1764706;7.705882353;22.58823529;71.05882353;0.411764706;4.941176471;6.176470588;17.52941176;29.88235294;10.23529412
Marseille;MAR;Ligue 1;19.05263158;27.21052632;19.52631579;13.52631579;14.05263158;1.894736842;483.3684211;9.789473684;26.31578947;52.47368421;0.263157895;5;8.315789474;24.94736842;28.84210526;13.10526316
Mersin;MER;Super Lig;14.4375;22.4375;17.25;18.25;15.3125;1.9375;370.6875;7.4375;18.5;63.6875;0.375;5.375;5.875;11.6875;30.125;16.125
Middlesbrough;MID;Championship;17.90909091;23.81818182;18.04545455;10.90909091;16.27272727;3.181818182;478.5909091;10.04545455;24.40909091;79.59090909;0.136363636;5.954545455;7.681818182;13.45454545;35.45454545;10.54545455
Milton Keynes Dons;MKD;Championship;17;25.54545455;18.54545455;10.5;16.68181818;3.454545455;458.9090909;8.863636364;17.04545455;87.90909091;0.318181818;6.272727273;5.727272727;13.27272727;27.40909091;12.68181818
Monaco;MON;Ligue 1;17.31578947;26.68421053;19.05263158;14.57894737;21.21052632;2.526315789;430.2105263;7.894736842;25;58.15789474;0.421052632;4.631578947;7;15.73684211;36.42105263;14.31578947
Montpellier;MPE;Ligue 1;19.42105263;28.73684211;22.42105263;12.57894737;17.89473684;2.736842105;432.5789474;6.105263158;18.73684211;72;0.736842105;4;6.210526316;18.57894737;38.10526316;15.15789474
